ProductID,ProductName,Category,SubCategory,Brand,CostPrice,ListPrice,StockQuantity,Weight,Dimensions,LaunchDate
236,Zara Sports Womens Wear,Clothing,Womens Wear,Zara,150.64,287.06,53,8.29,22x8x31cm,2023-03-29
237,Uniqlo Sports Mens Wear,Clothing,Mens Wear,Uniqlo,36.28,66.82,920,5.03,48x16x20cm,2021-01-01
238,Levis Sports Accessories,Clothing,Accessories,Levis,45.49,111.19,862,5.74,44x31x25cm,2024-12-28
239,Adidas Classic Womens Wear,Clothing,Womens Wear,Adidas,41.01,67.69,42,2.23,39x47x7cm,2021-10-06
240,Adidas Womens Wear Collection,Clothing,Womens Wear,Adidas,156.15,263.33,682,5.27,38x6x6cm,2025-07-14
241,Uniqlo Premium Womens Wear,Clothing,Womens Wear,Uniqlo,91.29,151.12,746,3.18,18x21x19cm,2021-02-03
242,Zara Classic Shoes,Clothing,Shoes,Zara,136.01,247.66,161,3.48,38x44x11cm,2021-04-14
243,H&M Classic Mens Wear,Clothing,Mens Wear,H&M,83.06,195.36,273,0.94,15x47x24cm,2025-07-13
244,Uniqlo Sports Kids Wear,Clothing,Kids Wear,Uniqlo,73.56,123.42,753,3.23,46x32x39cm,2024-12-11
245,GAP Kids Wear Collection,Clothing,Kids Wear,GAP,25.9,62.04,606,6.7,5x18x29cm,2021-08-03
246,H&M Premium Shoes,Clothing,Shoes,H&M,35.33,61.65,437,6.12,46x34x16cm,2023-01-11
247,Adidas Classic Womens Wear,Clothing,Womens Wear,Adidas,73.68,160.64,14,3.35,48x38x40cm,2024-01-25
248,Nike Premium Kids Wear,Clothing,Kids Wear,Nike,133.84,279.58,837,4.14,36x20x15cm,2023-12-03
249,Adidas Sports Shoes,Clothing,Shoes,Adidas,50.05,85.13,187,7.38,9x42x29cm,2023-05-24
250,Adidas Shoes Collection,Clothing,Shoes,Adidas,82.91,161.55,595,0.62,33x49x31cm,2023-02-16
251,Levis Premium Mens Wear,Clothing,Mens Wear,Levis,45.19,71.35,297,8.35,22x6x27cm,2025-01-29
252,Levis Premium Kids Wear,Clothing,Kids Wear,Levis,162.25,241.18,502,8.37,46x16x17cm,2021-05-14
253,Zara Classic Mens Wear,Clothing,Mens Wear,Zara,45.76,71.23,242,2.01,14x27x19cm,2024-10-08
254,Uniqlo Premium Accessories,Clothing,Accessories,Uniqlo,60.86,87.98,958,5.24,45x36x42cm,2023-10-13
255,Nike Accessories Collection,Clothing,Accessories,Nike,74.59,119.1,465,5.32,46x5x23cm,2025-07-16
256,Zara Womens Wear Collection,Clothing,Womens Wear,Zara,160.83,270.48,393,9.71,43x23x46cm,2022-06-29
257,GAP Premium Shoes,Clothing,Shoes,GAP,55.8,108.03,22,7.07,30x47x22cm,2025-01-22
258,GAP Classic Shoes,Clothing,Shoes,GAP,94.01,184.76,648,5.53,21x16x40cm,2023-05-17
259,Levis Classic Shoes,Clothing,Shoes,Levis,62.44,145.72,541,1.56,14x43x32cm,2021-06-28
260,Nike Sports Womens Wear,Clothing,Womens Wear,Nike,93.14,161.87,576,8.3,40x13x49cm,2024-03-29
261,H&M Shoes Collection,Clothing,Shoes,H&M,52.38,115.82,647,0.8,10x33x41cm,2022-02-15
262,Nike Sports Shoes,Clothing,Shoes,Nike,105.09,201.32,53,0.72,36x39x18cm,2025-01-06
263,GAP Classic Mens Wear,Clothing,Mens Wear,GAP,30.51,47.93,727,1.29,12x48x25cm,2023-11-15
264,Adidas Sports Shoes,Clothing,Shoes,Adidas,28.18,49.88,510,2.89,36x47x42cm,2021-08-07
265,IKEA Basic Garden Tools,Home & Garden,Garden Tools,IKEA,126.24,218.5,356,2.1,13x6x7cm,2023-06-09
266,Target Basic Kitchen,Home & Garden,Kitchen,Target,828.28,1279.42,539,3.83,27x17x20cm,2021-07-13
267,Walmart Furniture,Home & Garden,Furniture,Walmart,693.64,1424.0,57,7.02,29x6x29cm,2021-05-24
268,Wayfair Furniture,Home & Garden,Furniture,Wayfair,49.05,75.69,393,1.1,29x42x41cm,2021-11-02
269,Home Depot Basic Kitchen,Home & Garden,Kitchen,Home Depot,344.36,583.66,346,7.2,43x25x23cm,2022-01-14
270,Wayfair Deluxe Garden Tools,Home & Garden,Garden Tools,Wayfair,580.31,852.32,923,1.0,19x20x37cm,2023-08-10
271,Wayfair Deluxe Garden Tools,Home & Garden,Garden Tools,Wayfair,647.78,1122.08,898,2.81,6x27x30cm,2021-06-30
272,West Elm Kitchen,Home & Garden,Kitchen,West Elm,337.67,528.47,95,0.18,26x21x24cm,2020-12-09
273,Wayfair Garden Tools,Home & Garden,Garden Tools,Wayfair,516.23,887.06,598,9.36,32x17x33cm,2023-06-05
274,Wayfair Professional Decor,Home & Garden,Decor,Wayfair,348.34,687.4,856,2.71,49x39x33cm,2023-10-27
275,Target Decor,Home & Garden,Decor,Target,857.3,1430.33,858,0.49,36x36x30cm,2025-04-16
276,Walmart Deluxe Bedding,Home & Garden,Bedding,Walmart,344.45,689.67,399,2.05,39x15x46cm,2023-06-15
277,IKEA Kitchen,Home & Garden,Kitchen,IKEA,441.67,651.98,793,2.75,28x7x42cm,2024-12-20
278,Wayfair Professional Kitchen,Home & Garden,Kitchen,Wayfair,219.87,489.54,990,4.83,28x13x47cm,2024-10-14
279,Target Basic Kitchen,Home & Garden,Kitchen,Target,418.04,946.34,917,0.45,38x27x48cm,2025-04-13
280,IKEA Basic Kitchen,Home & Garden,Kitchen,IKEA,676.97,1156.64,206,9.4,45x25x11cm,2022-08-30
281,Target Deluxe Garden Tools,Home & Garden,Garden Tools,Target,601.3,1079.01,782,4.77,48x39x43cm,2022-07-15
282,Target Professional Bedding,Home & Garden,Bedding,Target,580.49,921.62,614,4.54,14x6x48cm,2023-09-07
283,West Elm Basic Garden Tools,Home & Garden,Garden Tools,West Elm,233.38,374.51,338,9.71,7x10x36cm,2021-12-30
284,Target Basic Kitchen,Home & Garden,Kitchen,Target,160.01,269.03,588,5.0,18x15x18cm,2025-02-06
285,West Elm Kitchen,Home & Garden,Kitchen,West Elm,376.4,548.5,120,6.29,32x22x30cm,2020-09-09
286,Home Depot Basic Decor,Home & Garden,Decor,Home Depot,444.58,938.3,992,4.77,43x25x32cm,2022-11-30
287,Home Depot Deluxe Garden Tools,Home & Garden,Garden Tools,Home Depot,611.2,1000.26,142,5.66,47x10x37cm,2023-10-29
288,West Elm Basic Garden Tools,Home & Garden,Garden Tools,West Elm,559.28,1004.14,801,9.33,15x18x7cm,2023-10-03
289,IKEA Deluxe Furniture,Home & Garden,Furniture,IKEA,812.34,1467.42,253,9.69,20x42x8cm,2024-07-19
290,West Elm Deluxe Garden Tools,Home & Garden,Garden Tools,West Elm,355.93,596.1,492,4.74,10x37x12cm,2023-09-04
291,Target Kitchen,Home & Garden,Kitchen,Target,703.62,1206.38,46,3.32,11x16x34cm,2021-12-07
292,West Elm Professional Furniture,Home & Garden,Furniture,West Elm,695.49,1276.0,853,2.47,31x12x10cm,2021-08-10
293,Target Deluxe Bedding,Home & Garden,Bedding,Target,493.19,891.96,582,1.93,8x36x23cm,2024-08-21
294,IKEA Basic Decor,Home & Garden,Decor,IKEA,75.72,159.3,247,1.46,45x12x36cm,2022-06-03
295,IKEA Basic Garden Tools,Home & Garden,Garden Tools,IKEA,397.34,749.12,316,4.75,29x46x44cm,2025-03-07
296,West Elm Deluxe Decor,Home & Garden,Decor,West Elm,680.88,1018.65,559,9.25,35x48x15cm,2022-11-28
297,Target Basic Furniture,Home & Garden,Furniture,Target,178.82,375.47,748,3.6,24x11x37cm,2021-09-02
298,Wayfair Furniture,Home & Garden,Furniture,Wayfair,407.94,866.12,132,8.23,39x24x41cm,2022-09-21
299,IKEA Basic Garden Tools,Home & Garden,Garden Tools,IKEA,415.07,700.13,60,6.23,24x33x8cm,2021-08-30
300,West Elm Furniture,Home & Garden,Furniture,West Elm,511.33,1237.02,548,6.86,32x23x21cm,2025-07-26
301,Home Depot Deluxe Kitchen,Home & Garden,Kitchen,Home Depot,654.59,1206.79,328,2.39,46x33x6cm,2024-05-13
302,IKEA Deluxe Garden Tools,Home & Garden,Garden Tools,IKEA,36.18,82.03,91,3.59,43x34x39cm,2023-10-26
303,West Elm Deluxe Bedding,Home & Garden,Bedding,West Elm,715.11,1102.53,467,0.16,28x47x22cm,2022-01-08
304,IKEA Bedding,Home & Garden,Bedding,IKEA,517.22,1088.22,605,2.98,35x39x7cm,2021-02-04
305,Target Basic Decor,Home & Garden,Decor,Target,176.35,275.49,279,7.91,11x15x15cm,2024-04-24
306,West Elm Garden Tools,Home & Garden,Garden Tools,West Elm,768.05,1217.11,343,0.71,43x41x37cm,2024-08-17
307,Walmart Basic Garden Tools,Home & Garden,Garden Tools,Walmart,48.78,99.98,20,7.24,31x42x39cm,2025-04-14
308,Walmart Basic Garden Tools,Home & Garden,Garden Tools,Walmart,620.78,1399.53,410,7.36,25x42x42cm,2024-11-09
309,West Elm Bedding,Home & Garden,Bedding,West Elm,872.61,1495.82,678,3.73,49x31x19cm,2020-11-03
310,Walmart Professional Garden Tools,Home & Garden,Garden Tools,Walmart,259.31,459.29,851,0.49,22x34x34cm,2021-08-02
311,Home Depot Deluxe Furniture,Home & Garden,Furniture,Home Depot,159.51,279.37,162,8.34,11x11x31cm,2025-01-29
312,IKEA Basic Kitchen,Home & Garden,Kitchen,IKEA,747.59,1445.4,5,0.14,17x6x23cm,2021-05-25
313,Target Basic Bedding,Home & Garden,Bedding,Target,540.26,1055.45,485,9.76,30x10x24cm,2024-10-19
314,Wayfair Garden Tools,Home & Garden,Garden Tools,Wayfair,218.65,476.37,945,0.11,28x25x40cm,2025-02-22
315,Home Depot Professional Decor,Home & Garden,Decor,Home Depot,103.52,198.53,589,5.38,6x29x35cm,2025-03-16
316,Home Depot Deluxe Kitchen,Home & Garden,Kitchen,Home Depot,149.71,333.54,236,3.88,39x26x43cm,2025-08-15
317,Walmart Professional Furniture,Home & Garden,Furniture,Walmart,621.56,936.85,991,8.34,17x21x16cm,2023-10-16
318,Wayfair Deluxe Bedding,Home & Garden,Bedding,Wayfair,18.5,27.96,317,6.18,48x32x48cm,2022-04-29
319,Walmart Basic Furniture,Home & Garden,Furniture,Walmart,802.81,1386.76,13,5.66,46x43x15cm,2020-12-19
320,Target Basic Kitchen,Home & Garden,Kitchen,Target,393.56,611.87,396,7.31,19x37x20cm,2020-10-10
321,Target Bedding,Home & Garden,Bedding,Target,178.96,343.32,42,5.61,14x21x34cm,2025-02-16
322,Walmart Decor,Home & Garden,Decor,Walmart,227.25,485.97,777,7.43,34x23x43cm,2021-04-10
323,West Elm Professional Decor,Home & Garden,Decor,West Elm,851.26,1234.33,766,4.56,42x18x43cm,2023-03-18
324,Wayfair Professional Kitchen,Home & Garden,Kitchen,Wayfair,147.62,317.16,473,8.12,5x19x8cm,2024-01-26
325,West Elm Deluxe Garden Tools,Home & Garden,Garden Tools,West Elm,589.53,987.44,828,1.85,43x43x21cm,2022-05-22
326,Wayfair Garden Tools,Home & Garden,Garden Tools,Wayfair,356.43,650.75,258,8.45,37x46x6cm,2024-01-11
327,West Elm Basic Bedding,Home & Garden,Bedding,West Elm,491.08,1125.52,297,7.52,10x16x34cm,2023-10-26
328,Walmart Garden Tools,Home & Garden,Garden Tools,Walmart,399.95,743.0,851,2.4,44x44x34cm,2023-06-30
329,Walmart Professional Kitchen,Home & Garden,Kitchen,Walmart,576.85,1219.43,527,2.08,35x41x24cm,2025-05-14
330,IKEA Kitchen,Home & Garden,Kitchen,IKEA,109.32,214.18,972,5.52,19x30x48cm,2023-10-21
331,Home Depot Basic Garden Tools,Home & Garden,Garden Tools,Home Depot,191.41,460.67,277,7.98,15x42x37cm,2020-11-30
332,Walmart Decor,Home & Garden,Decor,Walmart,646.3,1171.3,315,5.72,27x29x22cm,2024-08-01
333,Wayfair Professional Garden Tools,Home & Garden,Garden Tools,Wayfair,468.04,1055.3,700,0.14,47x9x38cm,2021-11-13
334,IKEA Basic Furniture,Home & Garden,Furniture,IKEA,569.69,1184.6,137,1.98,27x20x41cm,2023-03-13
335,Walmart Deluxe Garden Tools,Home & Garden,Garden Tools,Walmart,512.4,1130.26,306,2.08,25x39x42cm,2023-12-08
336,IKEA Deluxe Decor,Home & Garden,Decor,IKEA,601.42,1038.88,72,4.45,13x39x5cm,2024-03-02
337,Walmart Basic Kitchen,Home & Garden,Kitchen,Walmart,164.13,291.94,51,1.64,21x17x10cm,2022-06-15
338,Target Basic Kitchen,Home & Garden,Kitchen,Target,231.63,361.02,80,0.52,14x37x34cm,2022-10-02
339,Home Depot Basic Decor,Home & Garden,Decor,Home Depot,97.68,231.17,220,7.3,40x38x41cm,2025-01-30
340,IKEA Professional Kitchen,Home & Garden,Kitchen,IKEA,161.96,325.63,505,1.24,18x22x38cm,2025-07-24
341,Target Basic Furniture,Home & Garden,Furniture,Target,84.96,198.77,177,2.5,32x26x10cm,2022-05-11
342,Home Depot Professional Furniture,Home & Garden,Furniture,Home Depot,150.03,239.28,162,6.26,6x11x36cm,2024-04-16
343,Wayfair Basic Furniture,Home & Garden,Furniture,Wayfair,296.83,516.29,385,8.8,25x26x6cm,2022-10-03
344,Wayfair Professional Furniture,Home & Garden,Furniture,Wayfair,87.68,188.17,971,7.07,27x38x36cm,2022-08-10
345,Home Depot Professional Bedding,Home & Garden,Bedding,Home Depot,495.31,1015.86,898,8.84,16x30x48cm,2022-08-17
346,Wayfair Decor,Home & Garden,Decor,Wayfair,124.21,264.84,168,1.5,23x36x32cm,2023-04-15
347,Home Depot Deluxe Garden Tools,Home & Garden,Garden Tools,Home Depot,141.01,288.57,114,7.33,42x18x6cm,2022-11-27
348,Target Basic Furniture,Home & Garden,Furniture,Target,718.3,1485.14,70,5.51,21x30x31cm,2022-06-06
349,West Elm Deluxe Bedding,Home & Garden,Bedding,West Elm,383.74,735.34,914,7.5,23x28x28cm,2025-05-24
350,Home Depot Deluxe Furniture,Home & Garden,Furniture,Home Depot,398.7,732.32,943,1.16,20x20x40cm,2023-08-04
351,Target Furniture,Home & Garden,Furniture,Target,19.32,34.59,990,1.08,12x14x5cm,2023-03-23
352,IKEA Deluxe Decor,Home & Garden,Decor,IKEA,252.55,602.06,109,6.46,13x24x24cm,2022-04-20
353,Wayfair Deluxe Bedding,Home & Garden,Bedding,Wayfair,718.13,1442.91,493,3.73,14x20x49cm,2025-05-29
354,IKEA Basic Bedding,Home & Garden,Bedding,IKEA,103.71,225.08,833,8.91,33x7x5cm,2022-09-26
355,Walmart Professional Garden Tools,Home & Garden,Garden Tools,Walmart,161.33,244.31,258,3.62,20x37x13cm,2025-05-05
356,Walmart Basic Furniture,Home & Garden,Furniture,Walmart,561.83,1396.24,598,0.15,40x7x19cm,2022-11-18
357,Home Depot Basic Furniture,Home & Garden,Furniture,Home Depot,534.38,961.5,684,2.48,36x11x43cm,2023-03-26
358,West Elm Deluxe Kitchen,Home & Garden,Kitchen,West Elm,313.32,734.2,673,1.49,33x20x9cm,2025-05-14
359,West Elm Deluxe Decor,Home & Garden,Decor,West Elm,691.16,1012.88,772,4.47,39x29x18cm,2021-11-30
360,Walmart Basic Garden Tools,Home & Garden,Garden Tools,Walmart,472.92,904.25,289,6.98,14x19x21cm,2022-06-04
361,Home Depot Basic Bedding,Home & Garden,Bedding,Home Depot,963.87,1434.23,248,6.47,21x24x29cm,2023-09-16
362,Wayfair Deluxe Furniture,Home & Garden,Furniture,Wayfair,723.84,1423.84,207,6.06,36x26x47cm,2024-05-03
363,Walmart Professional Decor,Home & Garden,Decor,Walmart,687.57,1078.07,380,2.15,31x9x41cm,2023-09-17
364,Walmart Professional Kitchen,Home & Garden,Kitchen,Walmart,315.03,588.61,116,2.59,30x25x6cm,2024-03-08
365,West Elm Basic Bedding,Home & Garden,Bedding,West Elm,567.8,970.4,4,9.43,8x28x13cm,2022-01-03
366,IKEA Professional Bedding,Home & Garden,Bedding,IKEA,798.09,1176.85,131,0.63,5x39x14cm,2023-07-10
367,Home Depot Basic Garden Tools,Home & Garden,Garden Tools,Home Depot,27.48,65.89,151,9.69,19x12x39cm,2023-03-31
368,IKEA Kitchen,Home & Garden,Kitchen,IKEA,795.45,1283.33,388,2.73,11x11x31cm,2022-06-08
369,Walmart Deluxe Furniture,Home & Garden,Furniture,Walmart,623.08,1311.19,43,2.37,13x9x43cm,2022-12-19
370,West Elm Basic Furniture,Home & Garden,Furniture,West Elm,34.92,68.63,996,8.4,42x39x29cm,2020-11-28
371,Target Basic Furniture,Home & Garden,Furniture,Target,313.5,772.9,331,7.4,37x27x16cm,2021-01-07
372,Target Basic Bedding,Home & Garden,Bedding,Target,489.04,958.05,834,7.59,49x14x21cm,2020-09-05
373,Target Professional Bedding,Home & Garden,Bedding,Target,369.55,649.28,41,6.13,22x17x46cm,2023-12-10
374,Target Basic Kitchen,Home & Garden,Kitchen,Target,809.61,1484.84,623,7.04,48x34x24cm,2024-11-20
375,Target Kitchen,Home & Garden,Kitchen,Target,147.65,274.28,604,4.67,41x27x20cm,2021-09-16
376,Wayfair Professional Kitchen,Home & Garden,Kitchen,Wayfair,22.18,49.05,715,8.59,23x42x41cm,2023-03-23
377,Walmart Deluxe Bedding,Home & Garden,Bedding,Walmart,123.47,179.59,43,0.56,31x34x11cm,2020-12-13
378,Target Bedding,Home & Garden,Bedding,Target,272.0,440.96,229,8.37,37x36x29cm,2023-05-26
379,West Elm Basic Garden Tools,Home & Garden,Garden Tools,West Elm,40.71,88.54,354,4.54,27x29x5cm,2021-05-26
380,IKEA Kitchen,Home & Garden,Kitchen,IKEA,117.27,212.5,952,1.6,29x24x29cm,2022-02-28
381,Target Basic Kitchen,Home & Garden,Kitchen,Target,725.64,1220.62,435,5.75,32x25x34cm,2023-07-19
382,Wayfair Bedding,Home & Garden,Bedding,Wayfair,186.56,341.85,258,5.12,15x49x9cm,2024-12-04
383,Home Depot Professional Kitchen,Home & Garden,Kitchen,Home Depot,981.96,1433.45,883,8.54,44x32x17cm,2021-04-17
384,IKEA Basic Kitchen,Home & Garden,Kitchen,IKEA,33.92,51.13,997,0.72,30x36x43cm,2021-01-18
385,IKEA Professional Bedding,Home & Garden,Bedding,IKEA,643.59,971.58,11,5.2,40x14x10cm,2024-08-20
386,Wayfair Decor,Home & Garden,Decor,Wayfair,905.78,1459.24,381,6.06,49x19x11cm,2021-02-05
387,Wayfair Basic Furniture,Home & Garden,Furniture,Wayfair,397.22,816.12,195,3.02,9x29x35cm,2024-02-01
388,Home Depot Deluxe Bedding,Home & Garden,Bedding,Home Depot,72.9,165.27,59,1.95,43x41x43cm,2021-10-01
389,West Elm Deluxe Decor,Home & Garden,Decor,West Elm,759.48,1281.78,74,6.18,5x37x7cm,2024-06-20
390,IKEA Basic Kitchen,Home & Garden,Kitchen,IKEA,527.53,995.69,693,7.12,40x24x10cm,2023-05-31
391,West Elm Furniture,Home & Garden,Furniture,West Elm,482.09,1052.75,490,3.61,32x11x32cm,2022-03-22
392,West Elm Deluxe Furniture,Home & Garden,Furniture,West Elm,354.53,570.38,571,8.58,18x10x11cm,2022-12-29
393,IKEA Basic Decor,Home & Garden,Decor,IKEA,317.94,621.78,812,1.29,20x40x38cm,2022-10-11
394,Target Deluxe Decor,Home & Garden,Decor,Target,815.37,1249.73,527,1.79,23x44x10cm,2020-11-23
395,Walmart Basic Garden Tools,Home & Garden,Garden Tools,Walmart,206.64,306.28,940,7.11,13x39x46cm,2020-08-24
396,Target Garden Tools,Home & Garden,Garden Tools,Target,542.67,844.8,517,0.23,41x17x29cm,2024-10-09
397,IKEA Bedding,Home & Garden,Bedding,IKEA,378.41,541.87,594,2.44,16x44x44cm,2025-06-18
398,West Elm Professional Bedding,Home & Garden,Bedding,West Elm,192.96,353.27,589,4.72,25x40x26cm,2024-10-17
399,Penguin Deluxe Educational,Books,Educational,Penguin,12.5,21.71,250,3.25,46x31x46cm,2025-06-21
400,DC Professional Non-Fiction,Books,Non-Fiction,DC,10.2,18.63,720,4.64,18x14x49cm,2021-07-02
401,Harper Fiction,Books,Fiction,Harper,19.06,28.71,991,8.15,18x9x9cm,2021-12-19
402,Penguin Basic Magazines,Books,Magazines,Penguin,24.7,41.49,760,2.38,21x7x17cm,2021-04-16
403,Scholastic Comics,Books,Comics,Scholastic,17.44,40.15,96,1.82,40x21x43cm,2023-10-22
404,Scholastic Non-Fiction,Books,Non-Fiction,Scholastic,26.2,55.73,346,4.62,17x30x18cm,2022-05-05
405,DC Basic Educational,Books,Educational,DC,13.74,24.24,878,2.14,16x22x33cm,2023-01-23
406,DC Professional Non-Fiction,Books,Non-Fiction,DC,39.01,77.65,476,0.18,15x16x36cm,2021-12-24
407,Penguin Deluxe Comics,Books,Comics,Penguin,22.78,34.9,976,2.35,26x11x14cm,2021-05-21
408,Scholastic Magazines,Books,Magazines,Scholastic,14.93,26.58,461,7.03,26x27x36cm,2023-06-19
409,Random House Non-Fiction,Books,Non-Fiction,Random House,36.33,79.88,530,0.71,36x33x25cm,2021-04-13
410,Harper Deluxe Educational,Books,Educational,Harper,15.89,38.44,680,4.82,14x42x48cm,2025-08-17
411,Random House Educational,Books,Educational,Random House,12.61,23.48,531,4.96,41x44x12cm,2024-03-24
412,Random House Deluxe Fiction,Books,Fiction,Random House,10.71,21.42,415,5.31,46x27x34cm,2022-03-15
413,Scholastic Deluxe Fiction,Books,Fiction,Scholastic,25.35,53.15,334,6.29,37x38x26cm,2023-01-15
414,Harper Deluxe Magazines,Books,Magazines,Harper,36.3,54.33,562,0.66,49x34x15cm,2023-02-26
415,Marvel Basic Non-Fiction,Books,Non-Fiction,Marvel,38.98,75.18,889,5.83,9x26x11cm,2024-01-25
416,Marvel Professional Magazines,Books,Magazines,Marvel,11.06,26.93,147,2.19,13x32x15cm,2021-10-30
417,Random House Professional Comics,Books,Comics,Random House,7.6,18.03,546,5.65,39x23x45cm,2023-12-15
418,Harper Basic Fiction,Books,Fiction,Harper,6.96,13.42,380,1.43,12x46x30cm,2021-11-01
419,Random House Professional Non-Fiction,Books,Non-Fiction,Random House,5.03,12.05,175,6.6,24x34x9cm,2024-11-17
420,Penguin Professional Educational,Books,Educational,Penguin,21.09,36.03,165,7.6,23x43x27cm,2024-09-22
421,Marvel Professional Fiction,Books,Fiction,Marvel,19.15,39.97,483,6.05,40x6x8cm,2022-12-15
422,Penguin Comics,Books,Comics,Penguin,29.39,59.25,755,9.39,6x7x27cm,2025-05-09
423,Marvel Basic Non-Fiction,Books,Non-Fiction,Marvel,13.49,28.99,928,3.65,40x8x27cm,2023-01-07
424,Penguin Professional Fiction,Books,Fiction,Penguin,20.15,38.09,468,3.12,19x21x43cm,2022-09-22
425,Marvel Basic Educational,Books,Educational,Marvel,18.62,41.65,264,1.91,44x28x28cm,2023-08-10
426,Random House Professional Non-Fiction,Books,Non-Fiction,Random House,27.67,60.67,734,1.61,29x31x36cm,2020-08-20
427,Marvel Professional Educational,Books,Educational,Marvel,24.43,59.6,110,6.02,39x15x15cm,2021-08-17
428,Harper Basic Non-Fiction,Books,Non-Fiction,Harper,35.75,60.95,280,2.45,17x36x38cm,2022-02-12
429,Marvel Deluxe Comics,Books,Comics,Marvel,5.84,10.3,635,8.78,12x46x17cm,2024-03-31
430,DC Basic Magazines,Books,Magazines,DC,10.28,19.79,215,6.67,7x33x34cm,2021-07-02
431,Marvel Deluxe Fiction,Books,Fiction,Marvel,31.21,46.81,181,8.98,29x28x6cm,2021-03-02
432,Random House Educational,Books,Educational,Random House,20.18,29.1,566,8.88,43x25x30cm,2021-05-18
433,Random House Basic Educational,Books,Educational,Random House,32.24,53.74,231,7.04,47x24x26cm,2020-10-05
434,Marvel Deluxe Comics,Books,Comics,Marvel,22.41,48.66,471,8.83,16x23x41cm,2025-04-21
435,Random House Professional Non-Fiction,Books,Non-Fiction,Random House,30.67,69.45,171,8.06,25x14x34cm,2024-04-21
436,Marvel Comics,Books,Comics,Marvel,38.12,72.24,412,6.88,9x15x8cm,2025-01-23
437,Harper Basic Fiction,Books,Fiction,Harper,49.54,70.84,907,7.54,18x25x31cm,2020-11-16
438,Penguin Deluxe Comics,Books,Comics,Penguin,47.84,78.49,243,8.7,18x13x23cm,2024-03-08
439,Scholastic Deluxe Non-Fiction,Books,Non-Fiction,Scholastic,27.0,52.52,538,4.89,35x45x10cm,2024-07-13
440,Scholastic Basic Comics,Books,Comics,Scholastic,26.53,39.39,352,2.47,17x25x41cm,2022-06-18
441,Scholastic Deluxe Magazines,Books,Magazines,Scholastic,19.57,34.7,367,4.39,41x28x29cm,2022-02-24
442,Penguin Basic Educational,Books,Educational,Penguin,20.46,44.47,305,1.46,19x49x22cm,2025-02-14
443,Marvel Deluxe Comics,Books,Comics,Marvel,8.81,17.83,274,2.01,33x38x23cm,2021-03-09
444,Harper Professional Non-Fiction,Books,Non-Fiction,Harper,8.79,16.68,453,8.6,35x45x44cm,2022-05-01
445,Penguin Basic Magazines,Books,Magazines,Penguin,6.98,10.06,22,1.9,29x11x22cm,2023-12-12
446,Scholastic Basic Magazines,Books,Magazines,Scholastic,38.43,66.74,544,4.38,5x25x12cm,2025-05-31
447,Harper Fiction,Books,Fiction,Harper,9.84,14.41,413,8.97,6x12x42cm,2022-04-17
448,Marvel Professional Comics,Books,Comics,Marvel,13.03,31.33,540,5.45,28x20x16cm,2020-11-29
449,DC Basic Non-Fiction,Books,Non-Fiction,DC,34.86,56.21,908,9.09,42x35x21cm,2023-11-12
450,Penguin Deluxe Fiction,Books,Fiction,Penguin,43.67,71.56,165,6.74,33x49x43cm,2020-08-30
451,DC Deluxe Magazines,Books,Magazines,DC,30.72,57.75,403,9.67,49x8x39cm,2022-07-01
452,Penguin Deluxe Comics,Books,Comics,Penguin,33.9,74.73,247,5.72,10x46x40cm,2024-04-29
453,DC Fiction,Books,Fiction,DC,9.83,15.39,523,1.17,5x19x31cm,2023-01-30
454,Penguin Basic Magazines,Books,Magazines,Penguin,12.77,22.42,923,9.15,35x35x37cm,2025-05-14
455,Random House Deluxe Fiction,Books,Fiction,Random House,31.06,49.25,396,1.47,23x40x32cm,2022-07-14
456,Random House Comics,Books,Comics,Random House,51.22,79.31,856,2.01,33x45x33cm,2024-02-24
457,Random House Comics,Books,Comics,Random House,30.85,48.52,760,5.24,40x14x22cm,2024-02-17
458,Random House Basic Fiction,Books,Fiction,Random House,19.18,32.83,309,0.34,25x42x47cm,2025-03-26
459,Random House Deluxe Fiction,Books,Fiction,Random House,37.02,56.99,724,4.06,31x31x17cm,2023-08-16
460,Marvel Professional Non-Fiction,Books,Non-Fiction,Marvel,40.78,64.18,164,2.32,26x40x34cm,2024-01-20
461,Penguin Deluxe Comics,Books,Comics,Penguin,10.66,17.33,863,0.24,16x17x38cm,2021-12-09
462,Random House Professional Comics,Books,Comics,Random House,26.13,51.49,70,7.79,6x37x11cm,2021-10-17
463,Random House Professional Non-Fiction,Books,Non-Fiction,Random House,14.02,33.43,698,2.19,13x32x8cm,2020-12-29
464,Random House Deluxe Fiction,Books,Fiction,Random House,27.56,42.44,241,8.64,30x16x36cm,2024-11-24
465,Random House Professional Fiction,Books,Fiction,Random House,16.41,31.4,32,4.31,35x33x9cm,2022-01-01
466,Random House Magazines,Books,Magazines,Random House,21.58,49.29,289,0.99,12x6x25cm,2020-11-30
467,DC Magazines,Books,Magazines,DC,34.3,54.04,746,0.7,39x13x39cm,2025-05-17
468,Random House Deluxe Educational,Books,Educational,Random House,8.01,13.0,201,1.46,10x6x42cm,2023-07-30
469,Random House Basic Fiction,Books,Fiction,Random House,24.74,38.28,556,8.3,8x21x9cm,2023-08-10
470,Penguin Magazines,Books,Magazines,Penguin,19.4,36.03,500,9.05,46x11x11cm,2024-06-30
471,Random House Deluxe Educational,Books,Educational,Random House,31.28,48.61,51,1.79,10x14x49cm,2025-07-04
